id,season,episode,title,air_date,production_code,runtime,rating,label_fox_dvd,label_wikipedia,label_dom111,label_derived,label_contested,label_rationale,imdb_id,wikidata_qid,director,writers,guest_cast,tagline_text,tagline_is_variant,logline,review_status
s05e18,5,18,The Pine Bluff Variant,1998-05-03,5X18,60,8.3,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751231,Q7757160,Rob Bowman,John Shiban; Frank Spotnitz,Mitch Pileggi; Sam Anderson; Michael MacRae; Daniel Von Bargen; Douglas Arthurs; Ralph Alderman; Dean McKenzie; John B. Lowe; J.B. Bivens; Armin Moattar; Kate Braidwood,The Truth Is Out There,False,,ai-drafted
s05e19,5,19,Folie à Deux,1998-05-10,5X19,60,8.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751127,Q5464371,Rob Bowman,Vince Gilligan,Mitch Pileggi; Roger Cross; Brian Markinson; Cynthia Preston; John Apicella; Steve Bacic; Leslie Jones; Dmitry Chepovetsky; Nancy Kerr; Brenda McDonald; Grant Gladish; Norma Wick; Robert Luft; Tim Bissett,The Truth Is Out There,False,,ai-drafted
s05e20,5,20,The End,1998-05-17,5X20,60,8.4,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751223,Q7732053,R.W. Goodwin,Chris Carter,Mimi Rogers; Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Nicholas Lea; Don S. Williams; Chris Owens; John Neville; Jeff Gulka; George Murdock; Michael Shamus Wiles; Martin Ferrero; John Moore; Paul Moniz de Sa; John Trottier; Orest Blajkevitch; Patrick J. Phillips,The Truth Is Out There,False,,ai-drafted
s06e01,6,1,The Beginning,1998-11-08,6ABX01,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751220,Q15704250,Kim Manners,Chris Carter,"Mimi Rogers; Mitch Pileggi; William B. Davis; James Pickens, Jr.; Chris Owens; Jeff Gulka; Wendie Malick; Kim Robillard; Arthur Taxier; Christopher Neiman; Alan Henry Brown; Don S. Williams; George Murdock; Benito Martinez; Ralph Meyering, Jr.; Scott Eberlein; Wayne Alexander; Wayne Thomas Yorke; Rick Millikan",The Truth Is Out There,False,,ai-drafted
s06e02,6,2,Drive,1998-11-15,6ABX02,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751106,Q5307893,Rob Bowman,Vince Gilligan,"James Pickens, Jr.; Bryan Cranston; Michael O'Neill; Junior Brown; Harry Danner; Scott Alan Smith; Mark Craig; Bob Peters; Tegan West; Tim Agee; Ken Collins; Wiley Pickett; Janine Venable; Frank Buckley; Mindy Seeger; Art Pickering; Tom Hale; Linda Porter",The Truth Is Out There,False,,ai-drafted
s06e03,6,3,Triangle,1998-11-22,6ABX03,60,8.5,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751249,Q7840050,Chris Carter,Chris Carter,"Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; James Pickens, Jr.; Chris Owens; Trevor Goddard; Madison Mason; Greg Ellis; G.W. Stevens; Kai Wulff; Nick Meaney; Arlene Pileggi; Laura Leigh Hughes; Guido Föhrweißer; Robert Arce; Robert Thomas Beck; Isaac C. Singleton, Jr.; Wolfgang Gerhard",Die Wahrheit ist irgendwo da draußen,True,,ai-drafted
s06e04,6,4,Dreamland,1998-11-29,6ABX04,60,8.7,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751104,Q50279840,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,"Michael McKean; James Pickens, Jr.; Julia Vera; Michael B. Silver; Nora Dunn; Scott Allan Campbell; John Mahon; Laura Leigh Hughes; Dara Hollingsworth; Christopher Stapleton; James Yaker; Tyler Binkley; Eddie Jackson; Greg Smith; Ted White; Freeman Michaels",The Truth Is Out There,False,,ai-drafted
s06e05,6,5,Dreamland II,1998-12-06,6ABX05,60,8.6,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751105,Q50279846,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,Michael McKean; Tom Braidwood; Bruce Harwood; Dean Haglund; Julia Vera; Michael B. Silver; Nora Dunn; Scott Allan Campbell; John Mahon; Andrew Sikking; Chris Ufland; Dara Hollingsworth; Christopher Stapleton; James Yaker; Tyler Binkley; Bonnie McNeil; Nick Lashaway; Mike Rad; Jeffrey T. Unterkofler; Lisa Joann Thompson; Ashlynn Rose,The Truth Is Out There,False,,ai-drafted
s06e06,6,6,How the Ghosts Stole Christmas,1998-12-13,6ABX08,60,8.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751138,Q15704261,Chris Carter,Chris Carter,Edward Asner; Lily Tomlin,The Truth Is Out There,False,,ai-drafted
s06e07,6,7,Terms of Endearment,1999-01-03,6ABX06,60,7.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751217,Q7702907,Rob Bowman,David Amann,Chris Owens; Bruce Campbell; Grace Phillips; Lisa Jane Persky; Michael Milhoan; Michael Rothhaar; Jimmy Staszkiel; Matthew Butcher; Lenora May; Karen Stone,The Truth Is Out There,False,,ai-drafted
s06e08,6,8,The Rain King,1999-01-10,6ABX07,60,7.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751233,Q991925,Kim Manners,Jeffrey Bell,Dirk Blocker; Clayton Rohner; Victoria Jackson; Frankie Ingrassia; David Manis; Sharon Madden; Dan Gifford; Tom McFadden; Brian D. Johnson; Sally Stevens,The Truth Is Out There,False,,ai-drafted
s06e09,6,9,S.R. 819,1999-01-17,6ABX10,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751195,Q7387273,Dan Sackheim,John Shiban,Mitch Pileggi; Nicholas Lea; Raymond J. Barry; Jenny Gago; Kenneth Tigar; John Towey; Arlene Pileggi; Nasser Faris; Tim Van Pelt; Donna Marie Moore; Greta Fadness; Mickey Knox; Jonathan Fraser; Dan Klass; Keith Coulouris; Susana Mercedes; Julie Hubert,The Truth Is Out There,False,,ai-drafted
s06e10,6,10,Tithonus,1999-01-24,6ABX09,60,8.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751245,Q7809959,Michael W. Watkins,Vince Gilligan,"James Pickens, Jr.; Richard Ruccolo; Geoffrey Lewis; Coby Ryan McLaughlin; Don Fehmel; Jolyon Reese; Nicky Fane; Mo Gallini; Naomi Matsuda; Javier Grajeda; Ange Billman; Barry Wiggins; Dell Yount",The Truth Is Out There,False,,ai-drafted
s06e11,6,11,Two Fathers,1999-02-07,6ABX11,60,8.4,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751252,Q7858948,Kim Manners,Frank Spotnitz; Chris Carter,Mitch Pileggi; William B. Davis; Nicholas Lea; Don S. Williams; Chris Owens; Peter Donat; Veronica Cartwright; George Murdock; Al Ruscio; Frank Ertl; Nick Tate; James Newman; Valarie Pettiford; Damon Saleem,The Truth Is Out There,False,,ai-drafted
s06e12,6,12,One Son,1999-02-14,6ABX12,60,8.5,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751170,Q7093210,Rob Bowman,Frank Spotnitz; Chris Carter,"Mimi Rogers; Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Nicholas Lea; James Pickens, Jr.; Don S. Williams; Chris Owens; Laurie Holden; Peter Donat; Veronica Cartwright; Al Ruscio; Frank Ertl; Robert Lipton; Mark Bramhall; Scott Williamson; Jo Black-Jacob",The Truth Is Out There,False,,ai-drafted
s06e13,6,13,Agua Mala,1999-02-21,6ABX14,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751069,Q4694449,Rob Bowman,David Amann,Darren McGavin; Silas Weir Mitchell; Joel McKinnon Miller; Diana-Maria Riva; Max Kasch; Jeremy Roberts; Valente Rodriguez; Nichole Pelerine; Allen Cutler,The Truth Is Out There,False,,ai-drafted
s06e14,6,14,Monday,1999-02-28,6ABX15,60,8.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751163,Q6898611,Kim Manners,John Shiban; Vince Gilligan,Mitch Pileggi; Darren E. Burrows; Carrie Hamilton; Arlene Pileggi; Wayne Alexander; Mik Scriba; Suanne Spoke; Monique Edwards; David Michael Mullins,The Truth Is Out There,False,,ai-drafted
s06e15,6,15,Arcadia,1999-03-07,6ABX13,60,8.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751076,Q4785122,Michael W. Watkins,Daniel Arkin,Abraham Benrubi; Debra Christofferson; Marnie McPhail; Peter White; Tom Gallop; Roger Morrissey; Tim Bagley; Tom Virtue; Juliana Donald; Mark Matthias,The Truth Is Out There,False,,ai-drafted
s06e16,6,16,Alpha,1999-03-28,6ABX16,60,7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751073,Q4734968,Peter Markle,Jeffrey Bell,Andrew J. Robinson; Melinda Culea; Thomas F. Duffy; Michael Mantell; David Starwalt; Dana Lee; James Michael Connor; Treva Tegtmeier; Adrienne Wilde; Lisa Picotte; Yau-Gene Chan; Tuan Tran; Mady Levin,The Truth Is Out There,False,,ai-drafted
s06e17,6,17,Trevor,1999-04-11,6ABX17,60,7.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751248,Q7839021,Rob Bowman,Ken Hawryliw; Jim Guttridge,Catherine Dent; John Diehl; David Bowe; Frank Novak; Tuesday Knight; Ed Corbin; Robert Peters; Lamont Johnson; Keith Brunsmann; Cary Pfeffer; Jeffrey Schoeny; Terri Merryman; Christopher Dahlberg; Jerry Giles,The Truth Is Out There,False,,ai-drafted
s06e18,6,18,Milagro,1999-04-18,6ABX18,60,7.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751159,Q6850417,Kim Manners,John Shiban; Frank Spotnitz; Chris Carter,Nestor Serrano; John Hawkes; Jillian Bach; Michael Bailey Smith; Angelo Vacco; Casey C. O'Neill,The Truth Is Out There,False,,ai-drafted
s06e19,6,19,The Unnatural,1999-04-25,6ABX20,60,8,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751239,Q7771671,David Duchovny,David Duchovny,"Brian Thompson; Fredric Lehne; Jesse L. Martin; Jesse James; M. Emmet Walsh; Burnell Roques; Lou Beatty, Jr.; Paul Willson; Lennie Loftin; Al Kaplon; Gabriel Clifton; Ken Medlock; Kerric MacDonald; Daniel Ducovny; Chris Kohn; Robb Reesman; Walter Phelan; Julie Griffith",In the Big Inning,True,,ai-drafted
s06e20,6,20,Three of a Kind,1999-05-02,6ABX19,60,7.9,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751244,Q7797987,Bryan Spicer,John Shiban; Vince Gilligan,David Duchovny; Tom Braidwood; Bruce Harwood; Dean Haglund; Michael McKean; Jim Fyfe; Signy Coleman; John Billingsley; Charles Rocket; George Sharperson; Rick Garcia; Jeff Bowser; Brian Reddy; Phil Abrams; Richard Zobel; Jason Felipe; Kalena Coleman,The Truth Is Out There,False,,ai-drafted
s06e21,6,21,Field Trip,1999-05-09,6ABX21,60,8.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751122,Q5446959,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,Mitch Pileggi; Tom Braidwood; Bruce Harwood; Dean Haglund; Jim Beaver; David Denman; Robyn Lively,The Truth Is Out There,False,,ai-drafted
s06e22,6,22,Biogenesis,1999-05-16,6ABX22,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0419384,Q4914838,Rob Bowman,Frank Spotnitz; Chris Carter,"Mimi Rogers; Mitch Pileggi; William B. Davis; Nicholas Lea; Floyd ""Red Crow"" Westerman; Michael Ensign; Michael Chinyamurindi; Murray Rubinstein; Bill Dow; Warren Sweeney; Chet Grissom; Benjamin Ochieng; Sheila Tousey; Marty Zagon; Ayo Adeyemi; Samuel Kwaku Minta",The Truth Is Out There,False,,ai-drafted
s07e01,7,1,The Sixth Extinction,1999-11-07,7ABX03,60,8.2,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751235,Q7764574,Kim Manners,Chris Carter,Mimi Rogers; Mitch Pileggi; John Finn; Michael Ensign; JoNell Kennedy; Conrad Roberts; Warren Sweeney; Abdoulaye N'Gom; Mari Weiss; Tony Okungbowa,The Truth Is Out There,False,,ai-drafted
s07e02,7,2,The Sixth Extinction II: Amor Fati,1999-11-14,7ABX04,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751236,Q7764575,Michael W. Watkins,David Duchovny; Chris Carter,"Mimi Rogers; Mitch Pileggi; William B. Davis; Nicholas Lea; Jerry Hardin; Rebecca Toolan; Floyd ""Red Crow"" Westerman; John Finn; Martin Grey; Arlene Pileggi; Megan Leitch; Warren Sweeney; Brian George; Anthony Anselmi; Fritz Greve; Henry Schwartz; Andrew Cavarno; Steven Cavarno",amor fati,True,,ai-drafted
s07e03,7,3,Hungry,1999-11-21,7ABX01,60,7.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751140,Q4142089,Kim Manners,Vince Gilligan,Mark Pellegrino; Chad E. Donella; Judith Hoag; Lois Foraker; Kevin Porter; Bill Lee Brown; Susan Slome; Chasen Hampton; Steve Kiziak; Kerry Zook,The Truth Is Out There,False,,ai-drafted
s07e04,7,4,Millennium,1999-11-28,7ABX05,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751160,Q6858781,Thomas J. Wright,Vince Gilligan; Frank Spotnitz,Lance Henriksen; Mitch Pileggi; Colby French; William Forward; Brittany Tiplady; Holmes Osborne; Octavia Spencer; Romy Walthall; Monnae Michaell; Michael Dempsey; Eulan Middlebrooks; Marilyn McIntyre; Stephen Ramsey,The Truth Is Out There,False,,ai-drafted
s07e05,7,5,Rush,1999-12-05,7ABX06,60,7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751194,Q7380679,Robert Lieberman,David Amann,Ann Dowd; Nicki Aycox; Tom Bower; Rodney Scott; Scott Cooper; Bill Dow; Les Lannom; David Wells; Rachel Winfree; Christopher Wynne,The Truth Is Out There,False,,ai-drafted
s07e06,7,6,The Goldberg Variation,1999-12-12,7ABX02,60,8.2,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751227,Q4103813,Thomas J. Wright,Jeffrey Bell,Willie Garson; Alyson Reed; Ramy Zada; Tony Longo; Bobby Moynihan; Marshall Manesh; Shia LaBeouf; Nicholas Worth; Chip Fogelman; Dom Magwili; Dominique DiPrima; Ernie Lee Banks,The Truth Is Out There,False,,ai-drafted
s07e07,7,7,Orison,2000-01-09,7ABX07,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751171,Q7102837,Rob Bowman,Chip Johannessen,Nick Chinlund; Scott Wilson; Emilio Rivera; Steve Rankin; Lisa Arch; Tara Buck; Eric Buker; Rick Cramer; Irene Muzzy,The Truth Is Out There,False,,ai-drafted
s07e08,7,8,The Amazing Maleeni,2000-01-16,7ABX08,60,8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751219,Q7713324,Thomas J. Wright,John Shiban; Vince Gilligan; Frank Spotnitz,Robert LaSardo; Ricky Jay; Jonathan Levit; Adam Vernier; Steven Barr; Dennis Keiffer; Mark Chaet; Jim Maniaci; Rick Marzan; Sherri Howard; Dan Rice; J. David,The Truth Is Out There,False,,ai-drafted
s07e09,7,9,Signs and Wonders,2000-01-23,7ABX09,60,6.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751203,Q7513033,Kim Manners,Jeffrey Bell,Tracy Middendorf; Beth Grant; Eric Nenninger; Randy Oglesby; Michael Childers; Donna May; Elyse Donalson; Phyllis Franklin; Philip Lenkowsky; Dan Manning; Clement E. Blake; Stevie Johnson,The Truth Is Out There,False,,ai-drafted
s07e10,7,10,Sein und Zeit,2000-02-06,7ABX10,60,8.2,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751200,Q7446835,Michael W. Watkins,Frank Spotnitz; Chris Carter,Mitch Pileggi; Rebecca Toolan; Martin Grey; Megan Corletto; Spencer Garrett; Kim Darby; Mark Rolston; Shareen Mitchell; Randall Bosley; Dylan Stjepovic; Nancy Tiballi; John Bisom; Marie Chambers; John Harnagel,The Truth Is Out There,False,,ai-drafted
s07e11,7,11,Closure,2000-02-13,7ABX11,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751091,Q5135516,Kim Manners,Frank Spotnitz; Chris Carter,William B. Davis; Rebecca Toolan; Stanley Anderson; Anthony Heald; Megan Corletto; Ed Beechner; Patience Cleveland; Jeff Xander; Norman Smith; Mimi Paley; Christopher Wynne; Fort Atkinson; Nicholas Stratton,Believe to Understand,True,,ai-drafted
s07e12,7,12,X-Cops,2000-02-20,7ABX12,60,8.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751264,Q8041438,Michael W. Watkins,Vince Gilligan,Judson Mills; Dee Freeman; Michael Maher; J.W. Smith; Esther Myape; Mary Campbell; Steve Sciacca; Ron Gilbert; Cheryl Comstock; Boris Nikolof; Diane Harris; Curtis C.; Kevin Boggs; Perla Walter; Scott Arger; Lombardo Boyar; Tara Karsian; Daniel Emmett; John Michael Vaughn; Maria Celedonio; Solomon Eversol; Frankie Ray,The Truth Is Out There,False,,ai-drafted
s07e13,7,13,First Person Shooter,2000-02-27,7ABX13,60,6.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751126,Q1401431,Chris Carter,Tom Maddox; William Gibson,Tom Braidwood; Bruce Harwood; Dean Haglund; Constance Zimmer; Krista Allen; Jamie Marsh; Billy Ray Gallion; Michael Bower; Ryan Todd; James Geralden; Christopher Ng; John Marrott,The Truth Is Out There,False,,ai-drafted
s07e14,7,14,Theef,2000-03-12,7ABX14,60,7.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751241,Q7777725,Kim Manners,John Shiban; Vince Gilligan; Frank Spotnitz,James Morrison; Billy Drago; Kate McNeil; Pamela Gordon; Cara Jedell; Tom Dahlgren; Sage Allen; Dylan Kussman; Aaron Braxton; Leah Sanders; Matthew Sutherland; Michael Sidney; Mark Thompson,The Truth Is Out There,False,,ai-drafted
s07e15,7,15,En Ami,2000-03-19,7ABX15,60,8,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751113,Q5374954,Rob Bowman,William B. Davis,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Michael Shamus Wiles; Louise Latham; Timothy Landfield; Michael Canavan; Cory Parravano; Jacqueline Schultz; Tom Bailey; Thomas Roe,The Truth Is Out There,False,,ai-drafted
s07e16,7,16,Chimera,2000-04-02,7ABX16,60,7.3,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751088,Q5099344,Cliff Bole,David Amann,Mitch Pileggi; John Mese; F. William Parker; Gina Mastrogiacomo; Michelle Joyner; Wendy Schaal; Ashley Edner; Charles Hoyes,The Truth Is Out There,False,,ai-drafted
s07e17,7,17,all things,2000-04-09,7ABX17,60,7.5,not-listed,not-flagged,motw,standalone,False,0 of 3 voting sources say mythology; features no non-recurring paranormal antagonist.,tt0751071,Q4730233,Gillian Anderson,Gillian Anderson,Stacy Haiduk; Nicolas Surovy; Victoria Faerber; Colleen Flynn; Stephen Hornyak; Elayn J. Taylor; Cheryl White; Scott Vance; Carol Banker,The Truth Is Out There,False,,ai-drafted
s07e18,7,18,Brand X,2000-04-16,7ABX19,60,7.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751087,Q4956558,Kim Manners,Steven Maeda; Greg Walker,Mitch Pileggi; Dennis Boutsikaris; Tobin Bell; Richard Cox; Michael Hungerford; Shannon O'Hurley; Caryn West; Ron Marasco; Rick Deats; Arthur Rosenberg; Pat Destro; David Sawyer; Matthew T. Wilson; Greg Poland,The Truth Is Out There,False,,ai-drafted
s07e19,7,19,Hollywood A.D.,2000-04-30,7ABX18,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751136,Q15704475,David Duchovny,David Duchovny; Jeffrey Bell,Téa Leoni; Garry Shandling; Mitch Pileggi; Harris Yulin; Paul Lieber; Wayne Federman; Bill Dow; Tim Roe; Barry K. Thomas; Tina M. Ameduri; Bill Millar; Tony Amendola,The Truth Is Out There,False,,ai-drafted
s07e20,7,20,Fight Club,2000-05-07,7ABX20,60,6.9,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751123,Q5447733,Paul Shapiro,Chris Carter,"Kathy Griffin; Jack McGee; Randall ""Tex"" Cobb; Rob Van Dam; Art Evans; Gene LeBell; Brian Chenoweth; Paul Hansen Kim; Cory Blevins; Arlene Pileggi; Jim Hanna; Christopher Michael; John O'Brien; Steve Kiziak; Nicole Bush; John Mack",The Truth Is Out There,False,,ai-drafted
s07e21,7,21,Je Souhaite,2000-05-14,7ABX21,60,8.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751145,Q6168657,Vince Gilligan,Vince Gilligan,Mitch Pileggi; Will Sasso; Kevin Weisman; Paul Hayes; Paula Sorge; Brett Bell,The Truth Is Out There,False,,ai-drafted
s07e22,7,22,Requiem,2000-05-21,7ABX22,60,8.7,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751190,Q7314832,Kim Manners,Chris Carter,Mitch Pileggi; William B. Davis; Tom Braidwood; Bruce Harwood; Dean Haglund; Nicholas Lea; Laurie Holden; Brian Thompson; Zachary Ansley; Sarah Koskoff; Eddie Kaye Thomas; Leon Russom; Judd Trichter; Darin Cooper; Andy Umberger; Gretchen Becker; Kelly Demontesquiou; Grace Demontesquiou; Peter MacDissi,The Truth Is Out There,False,,ai-drafted
s08e01,8,1,Within,2000-11-05,8ABX01,60,7.9,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751262,Q8028183,Kim Manners,Chris Carter,"Mitch Pileggi; Tom Braidwood; Bruce Harwood; Dean Haglund; James Pickens, Jr.; Jeff Gulka; Kirk B.R. Woller; Marc Gomes; Jonathan Palmer; Christine Firkins; Jo-Ann Dean; Dondre T. Whitfield; Marty Zagon",The Truth Is Out There,False,,ai-drafted
s08e02,8,2,Without,2000-11-12,8ABX02,60,8.1,mythology,mythology,mythology,mythology,False,3 of 3 voting sources say mythology.,tt0751263,Q8028211,Kim Manners,Chris Carter,"Mitch Pileggi; James Pickens, Jr.; Brian Thompson; Jeff Gulka; Kirk B.R. Woller; Marc Gomes; Jonathan Palmer; Christine Firkins; Sal Landi; Jo-Ann Dean",The Truth Is Out There,False,,ai-drafted
s08e03,8,3,Patience,2000-11-19,8ABX04,60,7.1,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751176,Q7144926,Chris Carter,Chris Carter,Gene Dynarski; Bradford English; Dan Leegant; Eve Brenner; Jay Caputo; Brent Sexton; Gary Bullock; Annie O'Donnell; Bryan Rasmussen,The Truth Is Out There,False,,ai-drafted
s08e04,8,4,Roadrunners,2000-11-26,8ABX05,60,7.8,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751192,Q7339624,Rod Hardy,Vince Gilligan,Conor O'Farrell; Rusty Schwimmer; William O'Leary; Lawrence Pressman; David Barry Gray; Todd Jeffries; Bryan Dilbeck,The Truth Is Out There,False,,ai-drafted
s08e05,8,5,Invocation,2000-12-03,8ABX06,60,7.6,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751143,Q6061350,Richard Compton,David Amann,Jake Fritz; Kyle Pepi; Ryan Pepi; Colton James; Jim Cody Williams; Erich Anderson; Maggie Baird; Barry Cullison; Rodney Eastman; Sheila Shaw; Kim Greist; Steve Stapenhorst; Leslie Sachs,The Truth Is Out There,False,,ai-drafted
s08e06,8,6,Redrum,2000-12-10,8ABX03,60,8.2,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751186,Q7306234,Peter Markle,Steven Maeda,Joe Morton; Bellamy Young; Danny Trejo; Jack Shearer; Lee Duncan; Guy Torry; Cynthia Martells; J. Patrick McCormack; Joanna Sanchez; Kayla Henry; Derick Alexander; Shane Sinutko; James Howell; Brien Blakely; Luis Rodriguez,The Truth Is Out There,False,,ai-drafted
s08e07,8,7,Via Negativa,2000-12-17,8ABX07,60,7.5,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751257,Q7924387,Tony Wharmby,Frank Spotnitz,"Mitch Pileggi; Tom Braidwood; Bruce Harwood; Dean Haglund; James Pickens, Jr.; Kirk B.R. Woller; Keith Szarabajka; Grant Heslov; Christopher Jacobs; Lawrence LeJohn; Mary Ostrow; Wayne Alexander; Kevin McClatchy; Wayne King",The Truth Is Out There,False,,ai-drafted
s08e08,8,8,Surekill,2001-01-07,8ABX09,60,6.7,not-listed,not-flagged,motw,monster-of-the-week,False,0 of 3 voting sources say mythology; features a non-recurring paranormal antagonist.,tt0751210,Q7645621,Terrence O'Hara,Greg Walker,Kellie Waymire; Michael Bowen; Patrick Kilpatrick; Tom Jourden; Joe Sabatino; James Franco; Noel Gugliemi; Greg Boniface; Ty Upshaw,The Truth Is Out There,False,,ai-drafted
